215	0.00742
216	0.00831
217	0.00924
218	0.01039
219	0.01127
220	0.0115
221	0.01188
222	0.01187
223	0.01156
224	0.01108
225	0.0105
226	0.00981
227	0.00898
228	0.00809
229	0.00721
230	0.0064
231	0.00569
232	0.00508
233	0.00454
234	0.00411
235	0.00377
236	0.00352
237	0.00339
238	0.00332
239	0.00327
240	0.00327
241	0.0033
242	0.0033
243	0.00329
244	0.0033
245	0.00331
246	0.00331
247	0.0033
248	0.0033
249	0.00331
250	0.00333
251	0.00335
252	0.00338
253	0.00339
254	0.0034
255	0.00339
256	0.00342
257	0.00342
258	0.00337
259	0.00329
260	0.00328
261	0.00321
262	0.00307
263	0.00297
264	0.00284
265	0.0027
266	0.00251
267	0.00233
268	0.00211
269	0.0019
270	0.00163
271	0.00133
272	9.90582E-4
273	6.57449E-4
274	3.39276E-4
275	4.33241E-5
276	-2.43296E-4
277	-5.34507E-4
278	-8.12558E-4
279	-0.00107
280	-0.0013
281	-0.00152
282	-0.00173
283	-0.0019
284	-0.00203
285	-0.00213
286	-0.00224
287	-0.00235
288	-0.00239
289	-0.00242
290	-0.00248
291	-0.00255
292	-0.0026
293	-0.00259
294	-0.00256
295	-0.00256
296	-0.00261
297	-0.00264
298	-0.00268
299	-0.0027
300	-0.00272
301	-0.00272
302	-0.00276
303	-0.00278
304	-0.0028
305	-0.00283
306	-0.00282
307	-0.00284
308	-0.00288
309	-0.00296
310	-0.00293
311	-0.00292
312	-0.00293
313	-0.00299
314	-0.00302
315	-0.00299
316	-0.00292
317	-0.00295
318	-0.00307
319	-0.00316
320	-0.00313
321	-0.00308
322	-0.00307
323	-0.00308
324	-0.00312
325	-0.00308
326	-0.00311
327	-0.00314
328	-0.00315
329	-0.00306
330	-0.00304
331	-0.00308
332	-0.00309
333	-0.00307
334	-0.0031
335	-0.00305
336	-0.003
337	-0.00302
338	-0.00309
339	-0.00305
340	-0.00301
341	-0.00302
342	-0.003
343	-0.00293
344	-0.00295
345	-0.00298
346	-0.00291
347	-0.00286
348	-0.00289
349	-0.00298
