2.75 -0.50771207 1.77448482 -0.13054945 -0.99887639 0.91175821 0.05296530 0.21688133 0.13734692 0.13734692 
2.8 -0.41600508 1.46465821 -0.11347999 -0.90346392 0.74593600 -0.03052664 0.10745938 0.03170921 0.03170921
2.85 -0.34077638 1.20897627 -0.09889987 -0.81587307 0.61002200 -0.09269872 0.02321993 -0.04657306 -0.04657306
2.9 -0.27906595 0.99803682 -0.08641207 -0.73899918 0.49864037 -0.13797152 -0.04071836 -0.10644037 -0.10644037
2.95 -0.22847183 0.82397709 -0.07568734 -0.66878701 0.40738017 -0.16991414 -0.08844082 -0.14896909 -0.14896909
3.0 -0.18697176 0.68032902 -0.06645296 -0.60681639 0.33262253 -0.19140237 -0.12325491 -0.17991210 -0.17991210
3.05 -0.15293416 0.56177414 -0.05848095 -0.55106885 0.27139839 -0.20474848 -0.14782938 -0.20070981 -0.20070981
3.1 -0.12501575 0.46391927 -0.05158111 -0.50088999 0.22127123 -0.21180754 -0.16433382 -0.21356759 -0.21356759
3.15 -0.10211596 0.38314058 -0.04559380 -0.45569592 0.18024176 -0.21406356 -0.17452302 -0.22026510 -0.22026510
3.2 -0.08333335 0.31644929 -0.04038506 -0.41496564 0.14666901 -0.21270028 -0.17981305 -0.22223476 -0.22223476
3.25 -0.06792999 0.26138074 -0.03584224 -0.37823418 0.11920611 -0.20865845 -0.18134327 -0.22062567 -0.22062567
3.3 -0.05530177 0.21590263 -0.03187035 -0.34508647 0.09674789 -0.20268227 -0.18002720 -0.21635596 -0.21635596
3.35 -0.04495380 0.17833935 -0.02838925 -0.31515188 0.07838785 -0.19535712 -0.17659422 -0.21015557 -0.21015557
3.4 -0.03648047 0.14730935 -0.02533135 -0.28809940 0.06338253 -0.18714061 -0.17162415 -0.20260187 -0.20260187
3.45 -0.02954887 0.12167342 -0.02263926 -0.26363327 0.05112296 -0.17838709 -0.16557488 -0.19414798 -0.19414798
3.5 -0.02388544 0.10049210 -0.02026438 -0.24148924 0.04111031 -0.16936846 -0.15880589 -0.18514696 -0.18514696
3.55 -0.01926501 0.08299041 -0.01816537 -0.22143109 0.03293638 -0.16029056 -0.15159703 -0.17587105 -0.17587105
3.6 -0.01550200 0.06852893 -0.01630703 -0.20324761 0.02626721 -0.15130681 -0.14416411 -0.16652770 -0.16652770
3.65 -0.01244328 0.05657986 -0.01465930 -0.18674988 0.02082966 -0.14252910 -0.13667163 -0.15727260 -0.15727260
3.7 -0.00996245 0.04670737 -0.01319629 -0.17176888 0.01640042 -0.13403676 -0.12924312 -0.14822025 -0.14822025
3.75 -0.00795528 0.03855142 -0.01189573 -0.15814486 0.01279677 -0.12588377 -0.12196973 -0.13944446 -0.13944446
3.8 -0.00633523 0.03181458 -0.01073840 -0.14575981 0.00986919 -0.11810449 -0.11491687 -0.13101885 -0.13101885
3.85 -0.00503131 0.02625085 -0.00970745 -0.13448332 0.00749538 -0.11071819 -0.10812987 -0.12297124 -0.12297124
3.9 -0.00398496 0.02165685 -0.00878819 -0.12420664 0.00557506 -0.10373285 -0.10163841 -0.11532295 -0.11532295
3.95 -0.00314784 0.01786436 -0.00796786 -0.11483228 0.00402600 -0.09714799 -0.09546010 -0.10808363 -0.10808363
4.0 -0.00248037 0.01473421 -0.00723502 -0.10627279 0.00278086 -0.09095683 -0.08960320 -0.10125397 -0.10125397
4.05 -0.00195002 0.01215129 -0.00657966 -0.09844972 0.00178432 -0.08514814 -0.08406896 -0.09482811 -0.09482811
4.1 -0.00153020 0.01002034 -0.00599299 -0.09129264 0.00099090 -0.07970769 -0.07885348 -0.08879548 -0.08879548
4.15 -0.00119925 0.00826261 -0.00546711 -0.08473831 0.00036334 -0.07461908 -0.07394896 -0.08314206 -0.08314206
4.2 -0.00093951 0.00681296 -0.00499510 -0.07872996 -0.00012901 -0.06986477 -0.06934495 -0.07785160 -0.07785160
4.25 -0.00073667 0.00561755 -0.00457088 -0.07321652 -0.00051139 -0.06542663 -0.06502920 -0.07290651 -0.07290651
4.3 -0.00057914 0.00463188 -0.00418897 -0.06815211 -0.00080441 -0.06128627 -0.06098819 -0.06828834 -0.06828834
4.35 -0.00045759 0.00381921 -0.00384464 -0.06349545 -0.00102508 -0.05742557 -0.05720787 -0.06397848 -0.06397848
4.4 -0.00036455 0.00314919 -0.00353367 -0.05920941 -0.00118737 -0.05382688 -0.05367391 -0.05995844 -0.05995844
4.45 -0.00029398 0.00259680 -0.00325231 -0.05526054 -0.00130264 -0.05047303 -0.05037194 -0.05621004 -0.05621004
4.5 -0.00024105 0.00214136 -0.00299743 -0.05161870 -0.00138034 -0.04734775 -0.04728799 -0.05271582 -0.05271582
4.55 -0.00020195 0.00176585 -0.00276609 -0.04825675 -0.00142812 -0.04443546 -0.04440841 -0.04945895 -0.04945895
4.6 -0.00017360 0.00145622 -0.00255579 -0.04515018 -0.00145220 -0.04172141 -0.04172003 -0.04642336 -0.04642336
4.65 -0.00015363 0.00120089 -0.00236436 -0.04227687 -0.00145778 -0.03919184 -0.03921039 -0.04359396 -0.04359396
4.7 -0.00014010 0.00099034 -0.00218976 -0.03961682 -0.00144890 -0.03683364 -0.03686748 -0.04095635 -0.04095635
4.75 -0.00013148 0.00081669 -0.00203040 -0.03715198 -0.00142904 -0.03463474 -0.03468012 -0.03849717 -0.03849717
4.8 -0.00012663 0.00067347 -0.00188464 -0.03486598 -0.00140086 -0.03258373 -0.03263763 -0.03620377 -0.03620377
4.85 -0.00012450 0.00055534 -0.00175126 -0.03274399 -0.00136660 -0.03067007 -0.03073008 -0.03406441 -0.03406441
4.9 -0.00012444 0.00045791 -0.00162896 -0.03077258 -0.00132798 -0.02888387 -0.02894808 -0.03206808 -0.03206808
4.95 -0.00012583 0.00037753 -0.00151673 -0.02893954 -0.00128642 -0.02721601 -0.02728288 -0.03020456 -0.03020456
