3.50 -1.32344636 4.30429228 -0.40951711 -2.22674882 2.41696774 0.18778404 0.29999431 0.34457999 0.34457999 
3.55 -1.11475049 3.64031475 -0.34561996 -2.03824839 2.04584797 0.00861453 0.10591174 0.14169592 0.14169592
3.60 -0.93875327 3.07710847 -0.29169933 -1.86657803 1.73047410 -0.13250167 -0.04842001 -0.01992216 -0.01992216
3.65 -0.79038881 2.59970565 -0.24623837 -1.71013592 1.46267088 -0.24202424 -0.16957541 -0.14705744 -0.14705744
3.70 -0.66542210 2.19524902 -0.20794426 -1.56730270 1.23542753 -0.32542717 -0.26320756 -0.24542004 -0.24542004
3.75 -0.56019847 1.85273161 -0.17571609 -1.43708052 1.04273828 -0.38733737 -0.33413930 -0.32026347 -0.32026347
3.80 -0.47136374 1.56306124 -0.14861635 -1.31853011 0.87946293 -0.43165584 -0.38615394 -0.37544895 -0.37544895
3.85 -0.39651407 1.31810151 -0.12584504 -1.21041235 0.74120703 -0.46166167 -0.42282476 -0.41466994 -0.41466994
3.90 -0.33346061 1.11106834 -0.10672230 -1.11168941 0.62421567 -0.48010441 -0.44701552 -0.44080397 -0.44080397
3.95 -0.28033833 0.93616398 -0.09067082 -1.02172588 0.52528388 -0.48928172 -0.46115248 -0.45657105 -0.45657105
4.0 -0.23559551 0.78848072 -0.07719902 -0.93961655 0.44167923 -0.49110628 -0.46724087 -0.46393037 -0.46393037
4.05 -0.19791827 0.66384063 -0.06589114 -0.86465623 0.37107295 -0.48716566 -0.46695907 -0.46462501 -0.46462501
4.10 -0.16620919 0.55870400 -0.05639497 -0.79588422 0.31148253 -0.47877164 -0.46169161 -0.45978439 -0.45978439
4.15 -0.13951505 0.47004307 -0.04841398 -0.73341495 0.26122098 -0.46700400 -0.45260700 -0.45130090 -0.45130090
4.20 -0.11706186 0.39531477 -0.04169730 -0.67633104 0.21885509 -0.45274599 -0.44064115 -0.43977544 -0.43977544
4.25 -0.09818610 0.33235567 -0.03603522 -0.62414579 0.18316694 -0.43671733 -0.42656833 -0.42601143 -0.42601143
4.30 -0.08233653 0.27933394 -0.03125122 -0.57627511 0.15312375 -0.41949940 -0.41101677 -0.41052892 -0.41052892
4.35 -0.06902108 0.23469679 -0.02719930 -0.53260354 0.12784861 -0.40156001 -0.39449707 -0.39412711 -0.39412711
4.40 -0.05784949 0.19713491 -0.02375652 -0.49257830 0.10659943 -0.38327051 -0.37741304 -0.37704939 -0.37704939
4.45 -0.04848424 0.16553490 -0.02082193 -0.45596801 0.08874725 -0.36492389 -0.36009205 -0.35973928 -0.35973928
4.50 -0.04063922 0.13896122 -0.01831131 -0.42241684 0.07376030 -0.34674741 -0.34278535 -0.34240615 -0.34240615
4.55 -0.03407272 0.11662183 -0.01615527 -0.39165073 0.06118845 -0.32891525 -0.32568962 -0.32525689 -0.32525689
4.60 -0.02858007 0.09784801 -0.01429659 -0.36342068 0.05065151 -0.31155758 -0.30895427 -0.30844933 -0.30844933
4.65 -0.02398835 0.08207554 -0.01268825 -0.33750055 0.04182809 -0.29476925 -0.29269068 -0.29210161 -0.29210161
4.70 -0.02015185 0.06882849 -0.01129131 -0.31368496 0.03444669 -0.27861656 -0.27697930 -0.27629963 -0.27629963
4.75 -0.01694722 0.05770567 -0.01007391 -0.29178744 0.02827831 -0.26314265 -0.26187539 -0.26110289 -0.26110289
4.80 -0.01427608 0.04837074 -0.00900950 -0.27158518 0.02312965 -0.24837251 -0.24741262 -0.24650002 -0.24650002
4.85 -0.01204012 0.04053517 -0.00807626 -0.25303697 0.01883755 -0.23431690 -0.23361449 -0.23261818 -0.23261818
4.90 -0.01017225 0.03396128 -0.00725604 -0.23594412 0.01526436 -0.22097544 -0.22048621 -0.21941112 -0.21941112
4.95 -0.00861104 0.02844729 -0.00653386 -0.22018018 0.01229401 -0.20833922 -0.20802552 -0.20687779 -0.20687779
